Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
131,627;1,92170;10,00;4,77;-0,26950;
132,637;1,92540;10,00;4,77;-0,27029;
133,641;1,92580;10,00;4,77;-0,27038;
134,648;1,92780;10,00;4,77;-0,27081;
135,653;1,93080;10,00;4,76;-0,27145;
136,661;1,92850;10,00;4,76;-0,27096;
137,665;1,95550;10,00;4,76;-0,27669;
138,665;1,96940;10,00;4,76;-0,27962;
139,671;1,97130;10,00;4,76;-0,28002;
140,673;1,97380;10,00;4,76;-0,28054;
141,675;2,00730;10,00;4,75;-0,28748;
142,677;2,01310;10,00;4,75;-0,28867;
143,684;2,01300;10,00;4,75;-0,28865;
144,687;2,03810;10,00;4,74;-0,29376;
145,692;2,05770;10,00;4,74;-0,29771;
146,698;2,05810;10,00;4,74;-0,29779;
147,704;2,05920;10,00;4,74;-0,29801;
148,708;2,05910;10,00;4,74;-0,29799;
149,709;2,05680;10,00;4,74;-0,29753;
150,717;2,03720;10,00;4,74;-0,29358;
151,723;2,01480;10,00;4,75;-0,28902;
152,724;2,02370;10,00;4,75;-0,29084;
153,726;2,03640;10,00;4,74;-0,29342;
154,729;2,04260;10,00;4,74;-0,29467;
155,730;2,04260;10,00;4,74;-0,29467;
156,732;2,03830;10,00;4,74;-0,29380;
157,739;2,05550;10,00;4,74;-0,29727;
158,747;2,02270;10,00;4,75;-0,29063;
159,752;2,01640;10,00;4,75;-0,28935;
160,757;2,01580;10,00;4,75;-0,28923;
161,759;2,01760;10,00;4,75;-0,28959;
162,768;2,01270;10,00;4,75;-0,28859;
163,773;2,01390;10,00;4,75;-0,28884;
164,774;2,01470;10,00;4,75;-0,28900;
165,778;2,01620;10,00;4,75;-0,28931;
166,781;2,01580;10,00;4,75;-0,28923;
167,788;2,01510;10,00;4,75;-0,28908;
168,789;2,01440;10,00;4,75;-0,28894;
169,790;2,01460;10,00;4,75;-0,28898;
170,797;2,01260;10,00;4,75;-0,28857;
171,798;2,01500;10,00;4,75;-0,28906;
172,799;2,01410;10,00;4,75;-0,28888;
173,804;2,01070;10,00;4,75;-0,28818;
174,809;1,99050;10,00;4,75;-0,28401;
175,815;1,97520;10,00;4,76;-0,28083;
176,820;2,00910;10,00;4,75;-0,28785;
177,825;2,00810;10,00;4,75;-0,28765;
178,831;2,01400;10,00;4,75;-0,28886;
179,834;2,01330;10,00;4,75;-0,28871;
180,836;1,98870;10,00;4,75;-0,28364;
181,844;1,99400;10,00;4,75;-0,28474;
182,844;1,99420;10,00;4,75;-0,28478;
183,853;1,97690;10,00;4,75;-0,28119;
184,857;1,97390;10,00;4,76;-0,28056;
185,867;1,97120;10,00;4,76;-0,27999;
186,871;1,97430;10,00;4,76;-0,28064;
187,873;1,97650;10,00;4,75;-0,28110;
188,884;1,97290;10,00;4,76;-0,28035;
189,886;1,97200;10,00;4,76;-0,28016;
190,890;1,97330;10,00;4,76;-0,28043;
191,896;1,97200;10,00;4,76;-0,28016;
192,906;1,97280;10,00;4,76;-0,28033;
193,909;1,97210;10,00;4,76;-0,28018;
194,911;1,97400;10,00;4,76;-0,28058;
195,913;1,97130;10,00;4,76;-0,28002;
196,920;1,97020;10,00;4,76;-0,27978;
197,925;1,97030;10,00;4,76;-0,27981;
198,934;1,97100;10,00;4,76;-0,27995;
199,938;1,96870;10,00;4,76;-0,27947;
